Movie Name,Storyline
3756. Un mundo para mí,"A couple faces a heart-wrenching decision when their newborn has both male and female features: he pushes for surgery to assign a sex, while she, moved by intersex stories, questions this protocol and her own ideas about gender."
3757. Devil Is a Liar,"In Lagos, successful businesswoman Adaora falls for seemingly perfect Jaiye. As their romance progresses, his controlling and manipulative behavior emerges, undermining her confidence."
3758. Songs from the Hole,"At 15, he took a life. Three days later, his brother's life was taken. An incarcerated musician struggles for healing and peace as he comes of age in this documentary visual album composed behind bars."
3759. Klaus & Barroso,"A bartender-combiner urgently needs to pay off a debt. He persuades his brother, a fiery bouncer, to arrange a bachelor party together, without the knowledge of the owners of the club where he works."
3761. Star Abyss,"Humans travel through star gates. A spaceship gets trapped in the Star Abyss. Only 4 of 15 passengers can use hibernation pods. In panic, someone releases an alien monster to kill others for survival."
3762. Bogart: Life Comes in Flashes,"Explores the iconic actor's journey to stardom through his relationships with his mother and four wives, including Lauren Bacall, using rare footage and his own narration to offer an intimate portrait of a deserving star."
3763. The Assistant 2,"When a young woman infiltrates a family who may help her learn more about her estranged twin sister, she transforms from a nanny to a monster."
3764. C.D: Criminal or Devil,"Sidhu meets a girl named Raksha in an unexpected situation. Strangely, Raksha sometimes behaves like a devil and sometimes like a criminal. Is Raksha criminal or devil?"
3765. One Night in Tokyo,Betrayal spawns an unexpected night through the streets of Tokyo for two strangers left questioning the meaning of life and love.
3766. Bharathanatyam,The struggle of a young man to maintain a family secret amidst some testing situations and poky neighbourhood that leads to funny situations and later to family bonding.
3767. El Hareefa 2: El Remontada,"Majed, along with his friends and teammates, continues to face more challenges and exciting adventures by playing football, while their personal lives are also witnessing more developments and various changes"
3768. Queen Rock Montreal,"The iconic rock band Queen performs their best hits like ""We Will Rock You, "" ""Somebody To Love, "" and ""Bohemian Rhapsody"" in an unforgettable live concert."
3769. Seni Memahami Kekasih,"Agus, who is described as an intelligent, agile and tough man, whose behavior is effective in winning the heart of his partner, Kalis. The love story of Agus and Kalis during their courtship will be full of twists and turns."
3770. Could Have Waited for August,"Xavier, a village boy, falls for Laura, neighbor's granddaughter who visits her grandfather annually. Despite flirting at summer dances, Xavier believes he has no chance with her."
3771. Living with Leopards,A nature documentary that follows two leopard cubs as they make the journey from infancy into adulthood.
3772. This Is the Goat!,"France, 1640. Lawyer Maitre Pompignac has never won a case: all his clients are dead, either drawn and quartered, impaled or scalded... One day, a young woman comes to him and asks him to defend an innocent girl: 11-year-old Roxane, wrongly accused of killing a Marshal of France. Pompignac accepts, without realising that Roxane is in fact not an 11-year-old child, but a goat."
3773. Slashercise,Slashercise (TM) is not just a workout; it's a horror-fueled journey that invites fitness enthusiasts and horror fans alike to push their limits while embracing the thrill of the unknown.
3774. Walk the Line,"Ongoing anti-gang operation captures elusive gangster kingpin. Police force faces threats from money laundering syndicates. Old cases resurface, involving businessmen and officials. Risky investigation endangers cops' lives."
3775. Oru Anveshanathinte Thudakkam,"In Kerala, an investigating journalist disappears without notice. Media and public stunned. Investigation uncovers shocking, unexpected mysteries. Suspenseful plot follows the case's twists and revelations."
3776. Pa Tako Lep Dan Je Bil,"Every summer, four best friends spend a few days in the mountains in a remote place in Slovenia. But their friendship was shattered years ago by an event at a party. When they want to face each other and start anew, they get involved with a strange family and the situation soon spirals out of control."
3777. Billie Eilish: Unfiltered,"Billie Eilish's unconventional style and unique sound have made her a cultural icon, with her music reaching millions worldwide and filling stadiums, establishing her as a top artist."
3778. Dismantling an Elephant,"Marga (Emma Suárez), a successful architect, returns home after spending two months in a rehabilitation center due to an addiction problem which her family has lived with in silence for years. After her arrival, Marga tries to resume her previous life while her youngest daughter Blanca (Natalia de Molina), and sees how the attention she pays her mother affects both her relationships and her dream of being a professional dancer. A year later, ""the elephant"" remains in the room as huge as ever. At least now, everyone can see it."
3779. The Realtor,A struggling real estate agent discovers the secrets to success in his sales career by moonlighting as a professional wrestler.
3780. Shontaan,"What happens when a devoted father is rejected by the son he raised? As he seeks justice in court, will the family heal, or will the divide grow deeper?"
3781. Sihinayaki Adare,"The complicated love story of a man and a woman, whose pasts make it harder for them to love one another."
3782. Rude to Love,"Momoko, an elegant housewife, meticulously maintains her home and attends to her husband, but her devoted care masks an emotional rift between them that blurs the line between love and obsession."
3783. Echoes in the Dark,"Haunted by gambling debts, photographer Paolo Rinaldi stumbles upon a chilling detail hidden in a photo of an abandoned factory. Chasing the promise of easy money, he is pulled into a surreal and terrifying descent"
3784. Lost Angels,"A chilling supernatural thriller that follows a young artist (Agnes Born) who, amidst the echoing cries of a baby, finds her apartment consumed by an eerie and malevolent presence."
3785. What Happened to Suzy,With the help of a documentary film crew a young locksmith investigates his sister's disappearance only to discover the terrifying truth.
3786. Flew'D Out,"Tiara is an up and coming social media influencer who just went viral after posting a video of a fallout between her and a man she was dating. In an attempt to keep up her social media momentum, Tiara accepts an invitation to be flown out to meet a man named Josiah. Tiara plans on making him her next viral victim but the meek Josiah has much more sinister plans for the certified city girl."
3787. 8x8,A young couple Sarp and Eda rent an Airbnb house in a distant shore of Istanbul before a long break. They find Can lying on the ground in blood and help him to recover which will change their vacation for good.
3788. Sunday Special,"On a quiet Sunday that also happens to be Gandhi Jayanti, when meat sale is prohibited nationwide, an 11-year-old girl goes on a quirky adventure in pursuit of a forbidden chicken curry."
3789. Harley Flanagan: Wired for Chaos,"From a tumultuous Bronx upbringing, the movie chronicles Harley Flanagan's rise to punk stardom at 13, featuring raw NYC footage and interviews with icons like Flea and Ice-T, depicting his transformative journey."
3790. Hell Jumper,Chris Parry and friends headed to Ukraine in a white van and hooked up with a rag-tag bunch of civilian 'evacuators' to help people escape their homes. But the group's missions grew riskier and riskier.
3791. The Mick and the Trick,An Irish hit man working for a Cuban crime boss and the IRA tries to leave his life of crime with the help of a savvy hooker.
3792. Aiden,"In a desperate bid for survival, Aiden flees the suffocating grip of domestic violence and seeks refuge in a remote cabin, where unconventional therapy sessions force him to confront his past, which opens an intriguing twist."
3793. Kaizen,"Captures the life-changing journey of 21-year-old non-athletic YouTuber, Inoxtag, sets out to climb Mount Everest within one year."
3794. Vasco Da Gama,Future Only 100% Bad souls existed in earth
3795. Birds Flying East,"A garage attendant receives a proposal from a user, a birdwatcher enthusiast, to drive him in pursuit of a crane that has lost its way. They will cross half of Europe turning the search into a flight and the flight into learning."
3796. Red Poppies,"Monte Cassino film follows Jedrek, a Russian ex-gulag orphan joining Allied II Corps. His meeting Pola, a nurse, transforms him as they experience the Battle of Monte Cassino, crucial for the Italian campaign and Jedrek's destiny."
3797. Intercambiadas,"Young Sebastian wishes his nanny was his mom, and his wish is granted when they accidentally switch bodies, leading to hilarious misadventures."
3798. Psychopomp,"Amid a super virus that ravages humanity, a microbiologist leads his peers through a rogue planned exposure to test potential treatments. But as he becomes increasingly isolated, the line between what's real and what's not begins to blur."
3799. Identity,The main character recovers consciousness after a terrifying accident and discovers that it is 2035. The last thing he can recall is his work for a corporation that created robotized systems.
3800. The Silence of Marcos Tremmer,"Marcos Tremmer is a successful publicist who lives in Madrid, madly in love with his wife, Lucía. One day, Marcos discovers that a deadly illness will end his life in a few months."
3801. The Daughter,"At the start of the Russian-Ukrainian war, deaf 17-y.o. Olga stays with her father's new family in Bucha. When Russian troops take over their home, Olga and her family are threatened."
3802. Chasing Raine,"Elite soldier parents battle against time to rescue their abducted daughter from a ruthless child trafficking syndicate, delving into a perilous world of danger and deceit while confronting past traumas."
3803. Hunting Season 2,"Eva, facing job loss and personal challenges, sees a job opportunity in organizing Bella's bachelorette party. The weekend goes awry, but Eva must navigate career, love, and friendship amid chaos."
3804. Christmas in Lagos,"During festive Detty December, four friends navigate love, heartbreak, and cultural expectations. Fiyin's feelings complicated by Elo's fiancée. Gbemi juggles boyfriend and ex. Ivie caught off guard by vacation fling with Ajani."
3805. Chabuca,"Biopic that immerses us in the life of Peruvian host Ernesto Pimentel. A man who defied social conventions to become an icon of Peruvian television with his character of ""La Chola Chabuca""."
3806. Invasión,"Aliens have invaded Earth, and as a result, two prisoners from opposing sides are locked in a cell, three Spanish soldiers seek refuge in a factory, and a married couple of scientists is left alone with an imprisoned extraterrestrial."
3807. My Sassy Girl,"Film about Junjee and Sheena, challenging traditional gender roles in Asian societies."
3808. Lyubvi ne byvaet?,"A jaded woman torments her ladies-man neighbor with elaborate schemes, but their heated battle of wills transforms into something else entirely."
3809. Woodbridge,"Four teenagers sneak out of their houses one night and walk across town to confront the school bully, who happens to be looking for them as well."
3810. Hejjaru,"Rajaram, born in 1965, loses something that was the most precious of his life in his adolescence. While searching for those who robbed him Rajaram encounters Bhagat, born in 1995, whose life incident is almost like his.starts to follow him"
3811. Gangs of Godavari,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.
3812. 3. Gun,"Elya, who is a gastronomy graduate from Izmir, wants to pursue an academic career and find her soulmate. She meets Semih through social media and finds herself in the middle of an interesting situation."
3813. Osomoy,"Urbi is caught between her middle-class background and her wealthy university friends. As she chases her dreams in this privileged world, she falls into life-altering chaos, paying dearly for her ambitions."
3815. Father's Haunted House,"Dodit, Mother, Mbak Lis and Mas Dewo had to work together to face terrible misfortune that night at Father's official residence. What happened to haunt them that night?"
3816. Transamazonia,Rebecca is a girl healer whose fame attracts flocks to her father Lawrence Byrne's mission deep in the Amazon jungle. Rebecca and Byrne are dragged into an escalating conflict.
3817. A Love Letter from Yesterday,"A divorced woman searches for a childhood time capsule she buried with her first love. When she hires a new café employee with her same surname, she discovers an unexpected connection to her past."
3818. Deviant,"Javier skips Christmas eve family dinner for a date made on a kinky dating app. Instead of a romp with a nubile young woman, he is held captive by a depraved middle aged man and his mean-spirited cookie craving mother."
3819. Waiting For The Drop: Rise of the Superstar DJs,"After Paul Oakenfold and Tiësto lift DJs to rock star icons, a new generation wrestles with excesses that threaten to upend a musical movement. Festivals replace raves, EDM ""drops"" take over, a company goes bankrupt and DJs ""press play."""
3820. King's Gambit,"The inside story of the strongest ever chess open tournament. With unrivaled access to players and performance psychologists, ""King's Gambit"" reveals the tension and what really happens at top professional chess tournaments."
3821. Choke,"A 911 dispatcher, Leanne, receives a call from beyond the grave that leads her on a journey to find the source of an evil that stalks the small town of Oaktown."
"3822. Boku ga Ikiteru, Futatsu no Sekai","Explores Dai's life as a CODA, navigating between the hearing and deaf worlds. It delves into his complex experiences, bridging communication barriers."
3823. Keanu Reeves: The One and Only,"The story of Keanu Reeves, from a turbulent upbringing to becoming not only one of the most beloved actors in the world, but also one of the most beloved people."
3824. All Stirred Up!,A chef is enlisted to help a young girl win a culinary competition.
3825. Correr para Vivir,"Two Tarahumara brothers, talented runners, take divergent paths: Homero pursues athletic greatness, while Capó gets entangled in organized crime, seeking a better life, as their fates drift apart due to contrasting choices."
3826. Sana: Let Me Hear,"One summer vacation. Five men and women take supplementary classes. In this classroom, there is a student who is not supposed to be there."
3827. Frka,"After messing up a job for the local drug dealer, Nika is presented with an ultimatum that takes her and her friends on a no-holds-barred race against time in a night that will test all of their limits."
3828. In the Name of Blood,"In the working-class neighborhoods of Nice, a pillar of the local Georgian community is murdered. His son Tristan, who aspires to become an orthodox priest, finds himself alone with his grieving mother. Gabriel, his older brother with a troubled past, reappears and returns from a long exile to make amends by washing away his family's honor."
3829. Blum - Gospodari svoje buducnosti,"After World War II, in the devastated, rural Bosnia and Herzegovina, entrepreneur Emerik Blum created a large and successful company ""Energoinvest"" that operated worldwide with billions of dollars in profit. Taking advantage of the specific position of Yugoslavia, which did not belong to either the Eastern or Western political blocs, the company - relying on socialism and capitalism - operated according to a unique business model based on worker participation in management and profit. Emerik Blum turned a small studio into a business giant by operating according to a self-management model in which all employed workers decide on all matters concerning their company. This film shows us the successful application of this, the most democratic model of management, which is still unknown to the general public."
3830. Chimeegüi khotyn jolooch,"After 14 years in prison, Myagmar's only companions are the stray dogs he adopts. Hired as a hearse driver, he meets two people who will reshape his life: a young Buddhist monk and Saruul, the beautiful daughter of a blind coffin maker."
3831. The Swallow,"In a small house, on the Irish coast, a woman writes a letter to an unknown correspondent. She ponders the evanescence of memory and art. Her home brims with traces of life-faded photographs, scattered artworks, some unfinished."
3832. Hükümet Bey,"It tells the story of Government Bey, whom she met in Urfa, where director Mehmet went to shoot the horror movie she had dreamed of"
3833. Screams Before Silence,"The documentary interviews survivors, first responders about the 2023 Hamas attack in Israel, highlighting reported sexual violence cases during the incident, presenting factual accounts without opinions."
3834. Blood'less' Revolution,"In 1974, a group of men lost their lives in what is still called today the Bloodless Revolution of Portugal."
3835. Lázaro at Night,"Three actors in a love triangle grapple with the blurred lines between their roles and real desires, provoking a thoughtful exploration of authenticity and performance."
"3836. Pwede G, pwede B","Basil, a 30-year-old womanizer, has his life turned upside down when he wakes up from a night of drunken sex with his straight best friend, Theo, who is about to be married. Suddenly, every time he tries to hook up with a woman, a man magically appears to have sex with him instead."
3837. Crocodile Tears,An overbearing mother who lives with her son in a secluded crocodile farm spirals out of control when her son sees the outside world and falls for a girl for the first time.
3838. Let Them Be Naked,"Let Them Be Naked is an audacious exploration into the presence of toxic and often harmful chemicals in the fabrics and materials used in our everyday clothing. Since his mother's death from breast cancer, designer and activist Jeff Garner has spearheaded a campaign to uncover the health implications of exposure to these chemicals and the urgent need for more ethical production of garments. His advocacy has created relationships with research organizations and innovators across the globe, all leading the conversation surrounding unregulated toxins in the fashion industry. By partnering with these passionate revolutionaries, Jeff re imagines the development and production of everyday garments to inspire a new era of conscious and responsible fashion that prioritizes the health and well-being of people and the planet."
3839. Nyctophobia,Twin sisters Rose and Azalea and their friend Brooks find themselves trapped in a supernatural blackout in which monsters are real. Their only hope for survival comes from the light of their cellphone.
3840. Mr. Sandman,"Did you ever fall asleep watching television in the living room as a child? You wake up and you were alone. You then had a long terrifying journey back to your bedroom. Going room to room, turning lights on and off as you go as to not be consumed by the dark. Hearing noises, seeing shadows. It's only your imagination... right? What if it wasn't? What if there truly is something terrifying, lurking in the dark, waiting to come and get you."
3841. Cortina Express,"Lucio is trying to stop his nephew's (Andrea) marriage with Patrizia's daughter, also Patrizia is trying to sell her indebted record label to Dino. The story is set in Cortina where Dino' daughter (Giorgia) falls in love with Gennaro"
3843. Hood Riches,"As the Matriarch of her family Tippy Winston is the most powerful piece in the game! With the help of her sons, she's made a plan to reform the hood and make everyone rich, but the plan is threatened when her shady past resurfaces."
3844. El salto,"Ibrahim has a home, partner, Mariama, and work in Madrid. Suddenly he reckons the only way back is to jump the fence from Morocco into Spanish protectorate Melilla, a challenging physical feat"
"3845. Aire, Just Breathe","In a nearby future a conservation biologist battles extinction with the help of an A.I., but after the arrival of an enigmatic traveler with a hidden past, the tension in this ménage à trois will be as toxic as the world they live in."
3846. Abracadaver,Three magician brothers reunite to pull off an impossible heist: stealing a priceless twin mummy from a heavily guarded location to preserve their family's legacy in the circus world.
3847. Rock,"Faced with his past, Rock must try to break free from the expectations the streets have for him in order to begin a new life with the woman he loves."
3849. Keep Breathing,"Two women, victims of the same rapist (now dead), begin to suspect another monster might be in their midst."
3850. Seksi: Pantasya at pelikula,Vivamax and Probe Archives present a documentary on the rise and fall and recent return of sexy movies in Philippine cinema. Featuring interviews from the sexy movie icons of the past and the rising sexy stars of the present.
3851. Night Shoot,"A college documentary project goes awry when a group of film students stumble on a strange, wooded homeless community, and slowly discover they're being watched..."
3852. Baka doon sa buwan,An eight-year-old half-Filipina and half-African American living with her mentally unstable mother grows up believing that her father has been absent from their lives because he is on the moon.
3853. Warrior Awang and Master Tok Gajah,"In the late 19th century, a highly skilled Malay swordsman fights to protect two politicians with pivotal roles in the struggle against colonial rule."
3854. XXI A sport named solutions,"Praised since its inception for its supposed intrinsic values, sport remains confined in people's minds to an object of well-being, pleasure, and entertainment. Yet, its impact can be much more ambitious. The documentary XXI immerses us in the lives of men and women who, around the world, have reinvented sports activities to serve the cause of living together. Five countries with different colors, cultures, and landscapes. 70 minutes to experience vibrant stories and share tales that will inspire future generations."
3855. The Moment: Part 1 - The Party,"A shy teenage girl heads to a house party-but you decide what happens next. In this interactive A24-style drama, one night, one pill, and one choice could change everything."
3856. Sentinelese,"Sentinelese boy adrift, rescued by Burmese slave on Thai poaching vessel stranded near North Sentinel Island. Poachers trapped, Indian coast guard approaching as tribe threatens. Time running out to escape territorial waters."
3857. Little Brownie Kuzya,"The brownie escapes from the captivity of Baba Yaga in her magical world, and ends up in the apartment of the girl Natasha and her parents. Kuzya needs to find his magic chest that grants wishes. Both Natasha and the local grumpy brownie Nafanya help him in this. It turns out that Kuzya himself gave the chest to Andrey, Natasha's dad, many years ago. It would seem that the goal is already close, but in search of both Kuzya and the chest, Baba Yaga entered our world, and she has her own insidious plans."
3858. Mannequin,"On their way to a shady but well-paid photo shoot, a group of models run into car troubles, and they make it through the woods on foot - until they arrive at a farm, cultivating the oddest sort of crops - mannequins."
3859. Carissa,A young woman who dreams of leaving small village life to live in the city breaks away from her grandmother's home only to be drawn into the care of her grandfather's mountain rooibos plantation.
3860. The Jester from Transylvania,"Michael, picks up an Englishman in the middle of a Transylvanian forest. The ghost of a former jester, places him in some unimaginable situations. Despite being a believer in non-violence, Michael is forced to become a serial killer."
3861. Chaplin: Spirit of the Tramp,"An intimate look at Charlie Chaplin's life, delving into his family ties and Romani heritage that inspired his iconic Tramp character."
3862. Father May I 2,"Recovering from trauma, a woman plans a family trip, but dark secrets surface. Facing inner demons, they must decide to forgive or be torn apart by the fallout of keeping secrets."
3863. The Forest Within,"The reclusive biology student's apartment is filled with aquariums, terrariums, and cages. His love for animals connects him with Alice, a radical environmental activist, whom he eventually falls in love with. When Jan slips into a schizophrenic crisis, a heady whirlwind of love and delusion ensues, culminating in a decision for a new life."
3864. Game of Death: The Six Doors to Hell,"Set in a bleak future in which the world suffocates under the iron fist of a tyrannical regime. Driven by unyielding determination, Ken Shiro sets out on a perilous mission to find the gate to Hell and save his daughter from the Inferno."
3865. Zero Se Restart,Heartwarming documentary about the lengths filmmakers went to in order to produce and shoot the critically acclaimed film 12th Fail (2023). A gentle and light-hearted tale of perseverance in the face of repeated setbacks.
3866. Rocky Road to Berlin,"A feature-length film based on the story ""Me, a Pobeda and Berlin"" by the legendary Ukrainian musician Kuzma Scryabin."
3867. I symmoria tis symforas,"Two small-time crooks try to get rich by ""hitting"" a mafia boss's money shipment, but their plan takes an unimaginable turn that leads them to an untenable dead end."
3868. Genis Aile 4: Cevahir & Ulvi,"Ulvi and Cevahir, after a period of separation, reunite due to Ulvi's involvement in a murder case. Cevahir investigates to discovers who has been killing the people in village and framing Ulvi, who is bad at butchering."
3869. Abel,Soviet Union is no more and when Kazakhstan's social foundation is collapsing the sheep herder Abel gasps for air as corruption threatens to destroy his farm
3870. On the Water Surface,"Deniz returns to her hometown to attend her widowed mother's wedding. The anger, fear, and guilt she thought she'd left behind, resurface during the visit."
3871. Paradijs,"On the day his girlfriend leaves their baby with him, Noah (16) is thrown into adulthood too soon. Full in denial, he gets on his motorbike to bring their son back. But driving away to get loose gradually becomes a journey to connection."
3872. Gawaza Toxic,"When young Karim tells his parents about his new found love, they set for a trip to meet her parents in Hurghada where his love will be tested."
3873. Bad Things,Who is infected? Who is the AI killer among them? A group of stranded teenagers must discover the meaning of being human in order to save the world and be back home in time for tea.
3874. We Forgot to Break Up,A band of misfits ditches their small town to chase their dreams as indie rock gods in the big city.
3876. Jinn Chapter 1,"Farhan confronts a terrifying battle against a malevolent Jinn and his own schizophrenia in a desperate bid to save his wife, Nida."
3877. Excalibur,"Stefano Ghisolfi collaborates with top climbers to tackle Excalibur, a challenging 40° wall near his Trentino home. After two years, he completes the first ascent of Italy's hardest route."
3878. Cedric & Alysia,"Following his return to a homeland ravaged by war, Cedric Vale offers his services as Knight-Protector to the Baron of Pres, only to learn shortly after that the Baron has married the woman he loves, Lady Alysia."
3879. Thookudurai,"In the 18th Century, Tributary Monarch Nirpathunga Varman's diadem becomes the centerpiece of an annual carnival. In 1996, a forbidden love affair leads to tragedy, revenge, and a cursed spirit. Two decades later, the carnival's .."
3880. Mind Wave,"As a global ban looms over a popular Chinese app, a framed expatriate cyber expert races to clear his name and expose a conspiracy threatening democracy worldwide."
3881. Ain't No Back to a Merry-Go-Round,"Radical Black students, left white suburbanites, and a carousel: an untold story of the early civil rights movement."
3882. Kahan Shuru Kahan Khatam,"A commitment-phobic woman refuses to marry the man her parents have chosen for her. Chaos ensues as she tries to escape the wedding while the groom and his family chase her down, leading to a hilarious and cringe-worthy comedy of errors."
3883. Guna guna istri muda,A young wife attempt to destroy a family using witchcraft.
3884. The Remnant,"A former triad boss starts a new life in a poor neighbourhood. When shady property developers harass powerless residents to evict them, he decides to stand up for them."
3885. Avaidh,"The story is based on the background of the arms artisans of Munger, which revolves around a character named Daya. A fictional character. Daya lives in a fictional village Called Barhad in Munger."
3886. Fortune Feimster: Crushing It,"Feimster humorously recounts her marital experiences, personal growth, and the comedic aspects of daily life, offering a relatable and entertaining perspective."
3887. Greenwood Rising: The Rise of Black Wall Street,"The life of O.W. Gurley, a trailblazing Black entrepreneur, and his unwavering spirit that built Greenwood District into the thriving economic hub known as Black Wall Street, overcoming adversity in 1920s Tulsa, Oklahoma."
3888. The Collaborator,"When a teenage boy's best friend disappears during the army's occupation of Kashmir in 1993, he will do anything to find him, even if it means sacrificing himself."
3889. Molière's Last Stage,"February 17th, 1673, Paris. The King's troupe is in the middle of a representation of The Imaginary Invalid performed by Molière himself. But suddenly, the French master begins spitting blood. He decides to continue despite everything and, during his agony, memories and ghosts from the past enter the theatre. Desperately hoping for the King's arrival, he chooses to make the most of the growing chaos and to transform his death into a final burst of laughter."
3890. Finger Laced Crown,Spray paint artist Lemon Drop (Torez Mosley) must navigate her passions to succeed in the new landscape of fine art.
3891. Tasty,Follows two friends working in a canteen who take part in a cooking competition on TV.
3892. Anxiety,"A recovering alcoholic's journey lurches into a nightmare tailspin during a global crisis. Sober for only a few months, her sanity erodes as the demon in her brain drags her deeper and deeper into a vortex of madness."
3893. Bremenskie muzykanty,"The troubadour and his impostor friends - a Dog, a Cat, a Donkey and a narcissistic Rooster - teamed up to accomplish the feat. The wandering musicians, led by a new leader, will rally again to bring laughter and joy back to the gloomy streets of Bremen. First of all, they must make the King's daughter laugh, but meeting the Princess threatens a dangerous adventure. There are insidious enemies, intrigues and traps against the Troubadour and his friends, but you have to fight for love. And then the Princess ran away from the palace. In one tangle there are criminal schemes of Robbers, intrigues of a Detective, whims and secrets of the royal family, but cheerful musicians with an indefatigable Troubadour will make everyone dance to their tune. What are the Bremen Town musicians willing to do for the sake of the feat?"
3894. Z Zone,"A group of young delinquents, transferred to a remote military base for rehabilitation, find themselves caught in a web of secrets and battling sinister forces lurking in the shadows."
3895. The Buildout,A friendship is tested as two women experience something strange in the desert.
3896. The Man Who Loved UFOs,"Argentina, 1986. Journalist José de Zer and his cameraman travel to Córdoba after an odd proposal. At a burnt patch in the hills, they depict an alleged alien presence for their news show through increasingly bizarre staged scenes."
3897. Benjamin Bat,"The sensitive Benjamin is being mocked by his bat family because he's afraid of the dark. When on top he falls in love with a bird, he becomes a complete outcast. But his love helps him conquer his fear and stand for who he truly is."
3898. The Box,"CEO Lazer Griffin finds himself trapped in a living nightmare where the only way out of the torture, out of the box, is to accept both his many crimes and his horrific punishment."
3899. Axes and Os,"Four college girls on a weekend getaway are hunted by a legendary ax murderer, until the hunter becomes the prey when one female turns out to be something otherworldly."
3900. ¿Es el enemigo? La película de Gila,"In 1936, in Madrid, a young man named Miguel Gila lives a peaceful life with his grandparents in a simple attic. However, the outbreak of the Civil War changes his destiny."
3901. Breaking Olympia: The Phil Heath Story,"The untold story of legendary bodybuilder Phil Heath, a 7-time Mr Olympia champion, as he battles back from injury in his quest to become the greatest of all."
3902. The Storm,"The ancient ship rises from the depths. Mantou trespasses aboard and finds lost souls. After rain, will he be reborn and destiny change?"
3903. The Bitter Pill,"With his hometown ravaged by the opioid epidemic, plaintiff attorney Paul Farrell Jr. sets out to take on giant pharmaceutical companies to recover enough money to make a lasting impact for the area."
3904. Coyote Woman,For the first time on screen: Real-life scalp hunters JJ Glanton and Judge Holden from the novel Blood Meridian. Cynthia is a captive turned Comanche Woman. She lives with the last free band until they cross ways with savage scalp hunters.
3905. Madame Luna,"An Eritrean refugee hides her identity as the notorious human trafficker, ""Madame Luna"". When she is forced to stay in Italy on her way to freedom, she experiences the same hardships endured by the people she exploited."
3906. The Seeds,"With suspense that will leave you breathless and a plot that keeps you guessing until the very end, ""The Seeds"" is a psychological thriller that delves into the depths of love, obsession, and unlocking secrets better left buried."
3907. Una ballena,Ingrid is a lonely contract killer. She never fails. She leaves no trace. No one knows her origin.
3908. Meteor: Day One,A quest begins to find an ancient dial that controls the skies.
3909. A Good Man 2,"Trying to start a better life, a man after leaving a trail of his past finds a woman that's no better than the last one he left and pays the ultimate price"
3910. Il mio posto è qui,"The aftermath of WW2. In a rural village in the South of Italy, a single mother befriends the local homosexual wedding planner. Through him, she is introduced to the hidden community of gays and starts understanding her rights as a woman."
3911. Bocchi the Rock! Recap Part 1,"Introverted girl, skilled guitarist 'Guitar Hero', dreams of school band. Unable to make friends until high school when drummer contacts her, altering her solitary life."
3912. Itlu Mee Cinema,"In ""Itlu mee cinema,"" we follow the journey of Ram (Abhiram), a talented software engineer with a burning passion for filmmaking. Driven by his love for movies, Ram takes a bold leap, leaving behind his stable job to pursue his dream of becoming a director. Alongside him are three close friends: Pawan, Manohar, and Krishna, each with their own aspirations within the film industry. Despite their relentless efforts, the four friends face numerous challenges in their quest for opportunities in the competitive world of cinema. Rejected time and again by established studios, they decide to take matters into their own hands and opt for crowdfunding to finance their debut film. Meanwhile, amidst the trials of filmmaking, Ram's personal life takes a turn as his girlfriend Janu (Vennela) proposes marriage, urging him to reconsider his priorities. Struggling to balance his passion for filmmaking and his relationship, Ram finds himself at a crossroads, torn between love and ambition. As production begins on their independent film, the friends encounter a rollercoaster of setbacks and small victories. They navigate creative differences, financial constraints, and unexpected hurdles, testing their friendship and resolve. Through it all, they learn invaluable lessons about perseverance, collaboration, and the true meaning of chasing one's dreams. The climax culminates on the premiere night of their film. Amidst a mix of anticipation and nervousness, they await the audience's verdict-a moment that will define their journey in the film industry. Will their passion project be embraced by audiences and critics alike, propelling them into stardom? Or will it mark the end of their aspirations, forcing them to reassess their futures? In a heartfelt conclusion, the film not only explores the intricacies of the filmmaking process but also delves into the personal sacrifices and triumphs of its characters. As the credits roll, viewers are left pondering the unpredictable path to success and the enduring power of dreams. Epilogue: The fate of Ram and Janu's love story and the ultimate success of their film remain open-ended, leaving audiences to imagine the characters' futures beyond the screen. ""Pursuit of Dreams"" is a testament to the indomitable spirit of aspiring filmmakers everywhere, reminding us that every dream is worth pursuing, no matter the obstacles along the way."
3913. Flynn,"A gripping and revealing true film exploring the life of General Michael Flynn, from his rise in the US Military, to severe political persecution he faced exposing corruption as the National Security Advisor to the POTUS."
3914. Sharon Stone: Survival Instinct,"Made famous by her explosive performance in ""Basic Instinct"", Sharon Stone is forever etched in the collective unconscious as a sex symbol. But behind this cumbersome image lies an actress with a strong character. As a teenager determined to break away from a modest and violent background, she left rural Pennsylvania at an early age for New York, where she combined odd jobs with art studies. To launch her career, she agreed to play the stereotype of the silly blonde, before landing several major roles that helped her take off, including the legendary ""Casino"", alongside Robert De Niro and Joe Pesci. Beyond acting, she invented a public persona full of humor and repartee."
3915. State of Statelessness,"First-ever Tibetan-language anthology feature film, exploring the profound themes of statelessness and migration through four poignant stories of Tibetans living in exile. The film captures the painful realities of a scattered people."
3916. Carnage for Christmas,"Lola, a true-crime podcaster, returns home for Christmas only to face a vengeful ghost reenacting the murders of a historical killer. With her community at risk, she must confront the town's buried secrets to stop the slaughter."
